class_id,iou,dice,area_coarse,area_refined,edge_coarse,edge_refined,fractal_coarse,fractal_refined,t_coarse,t_refined
141,0.9762718299164769,0.9879934684468035,0.27736047736047736,0.2707792207792208,0.03929384965831435,0.04011925594659407,1.6837248802994762,1.6756491246680245,0.00500035285949707,0.05492711067199707
142,0.9321790358502766,0.9648992340298592,0.14724426108113825,0.13725801332910187,0.05675695093038293,0.05464354527938343,1.5399427111336832,1.5177926833492843,0.006097555160522461,0.08756375312805176
143,0.9326241134751773,0.965137614678738,0.04770472895040369,0.04449058054594387,0.06318504190844616,0.06740407881092292,1.4362893786311828,1.4160581840461322,0.005989789962768555,0.05752396583557129
144,0.9817368617219531,0.9907842768477999,0.16953115127006194,0.1664349804119803,0.03140141632500932,0.03160592255125285,1.6337381566852105,1.6291680254911887,0.004998683929443359,0.05600285530090332
145,0.9511914715719063,0.9749852696983783,0.1446847119310449,0.13762286405564797,0.051839464882943144,0.053290847159652786,1.5348361090904121,1.5231607646315664,0.006061077117919922,0.06046485900878906
146,0.8688147295742232,0.9298029556650068,0.23922506495070628,0.20784226011252388,0.02592779056386651,0.02491721854304636,1.5592325444489776,1.5412771632305369,0.007158041000366211,0.10680556297302246
147,0.899830866807611,0.9472747101110381,0.2156607896323086,0.20751393911995178,0.042449122194078086,0.04175554849543866,1.7081508737488185,1.693267916761312,0.00868082046508789,0.0901639461517334
148,0.9531066392479436,0.9759903735875125,0.2771309940568265,0.2641353903769437,0.05405405405405406,0.056135619341167405,1.620161765893426,1.6061057989824683,0.0074727535247802734,0.10110330581665039
149,0.6172232289239796,0.7633123466011758,0.0988030078264873,0.06098351151806571,0.07161963931314178,0.0725569691038725,1.4291283126569194,1.3309104332567747,0.008992433547973633,0.11709260940551758
150,0.9517824191693632,0.9752956167874577,0.3302510024199389,0.31432709801635667,0.0590217420372797,0.060157347569542004,1.6499138261680422,1.6369635985074678,0.00804448127746582,0.1297922134399414
